Loading pretrained model... done
Testing... average test_loss = 7.1997453351198, average test_pred_err = 0.499
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.0206241799606, Training Error = 0.48828125
Iteration no. 2463, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.54532822105986, Training Error = 0.298828125
Iteration no. 2464, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.46881287523193, Training Error = 0.21875
Iteration no. 2465, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49407861772238, Training Error = 0.232421875
Iteration no. 2466, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48450674323501, Training Error = 0.244140625
Iteration no. 2467, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48919147732599, Training Error = 0.236328125
Iteration no. 2468, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52156740817036, Training Error = 0.28125
Iteration no. 2469, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48219346096675, Training Error = 0.236328125
Iteration no. 2470, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.47888193375068, Training Error = 0.251953125
Iteration no. 2471, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.47304579116586, Training Error = 0.228515625
Iteration no. 2472, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50088362942573, Training Error = 0.236328125
Iteration no. 2473, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51576530492955, Training Error = 0.267578125
Iteration no. 2474, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48965536736259, Training Error = 0.248046875
Iteration no. 2475, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.45786789750751, Training Error = 0.23828125
Iteration no. 2476, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51265565453194, Training Error = 0.275390625
Iteration no. 2477, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49776060747462, Training Error = 0.259765625
Iteration no. 2478, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.5123580360109, Training Error = 0.251953125
Iteration no. 2479, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49575740692004, Training Error = 0.24609375
Iteration no. 2480, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.5210877934623, Training Error = 0.2890625
Iteration no. 2481, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.4691344769934, Training Error = 0.232421875
Iteration no. 2482, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52292041902567, Training Error = 0.26953125
Iteration no. 2483, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50877008360422, Training Error = 0.275390625
Iteration no. 2484, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50451424257152, Training Error = 0.2421875
Iteration no. 2485, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49065692528528, Training Error = 0.24609375
Iteration no. 2486, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48221900824324, Training Error = 0.228515625
Iteration no. 2487, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50055253562675, Training Error = 0.259765625
Iteration no. 2488, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49496188870882, Training Error = 0.265625
Iteration no. 2489, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.43475665543273, Training Error = 0.205078125
Iteration no. 2490, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.53421270892935, Training Error = 0.2734375
Iteration no. 2491, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48901168440535, Training Error = 0.24609375
Iteration no. 2492, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49279184159197, Training Error = 0.2578125
Iteration no. 2493, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.53726166760102, Training Error = 0.287109375
Iteration no. 2494, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.5119403503931, Training Error = 0.25390625
Iteration no. 2495, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.47276677022625, Training Error = 0.228515625
Iteration no. 2496, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52841462107147, Training Error = 0.283203125
Iteration no. 2497, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52714863979247, Training Error = 0.271484375
Iteration no. 2498, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.55179889052927, Training Error = 0.29296875
Iteration no. 2499, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.5163957607724, Training Error = 0.267578125
Iteration no. 2500, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50041378598505, Training Error = 0.25390625
Testing... average test_loss = 0.94256436341449, average test_pred_err = 0.465
Snapshotting C_model... done
Iteration no. 2501, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.52039641951355, Training Error = 0.279296875
Iteration no. 2502, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.47561018686973, Training Error = 0.216796875
Iteration no. 2503, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.48769414131572, Training Error = 0.240234375
Iteration no. 2504, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.48536325569732, Training Error = 0.232421875
Iteration no. 2505, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.51994460669627, Training Error = 0.271484375
Iteration no. 2506, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50515118898252, Training Error = 0.275390625
Iteration no. 2507, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.4834599526265, Training Error = 0.236328125
Iteration no. 2508, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.52356420132061, Training Error = 0.259765625
Iteration no. 2509, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.48820409338531, Training Error = 0.2265625
Iteration no. 2510, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49769578278645, Training Error = 0.26953125
Iteration no. 2511, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49170577904204, Training Error = 0.23828125
Iteration no. 2512, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.48478060317209, Training Error = 0.244140625
Iteration no. 2513, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50012486638706, Training Error = 0.234375
Iteration no. 2514, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.47338427354423, Training Error = 0.23046875
Iteration no. 2515, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.45681609408762, Training Error = 0.2109375
Iteration no. 2516, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49870625541219, Training Error = 0.232421875
Iteration no. 2517, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.51341938060047, Training Error = 0.251953125
Iteration no. 2518, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50154466839676, Training Error = 0.267578125
Iteration no. 2519, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.54091934199424, Training Error = 0.263671875
Iteration no. 2520, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49035142360266, Training Error = 0.23046875
Iteration no. 2521, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.55813318256254, Training Error = 0.3046875
Iteration no. 2522, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50561875200619, Training Error = 0.2578125
Iteration no. 2523, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.54268023433806, Training Error = 0.28515625
Iteration no. 2524, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.47619099268329, Training Error = 0.25
Iteration no. 2525, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50167236382808, Training Error = 0.24609375
Iteration no. 2526, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.4942712772664, Training Error = 0.24609375
Iteration no. 2527, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50820665275794, Training Error = 0.27734375
Iteration no. 2528, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50813390358838, Training Error = 0.265625
Iteration no. 2529, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.46788785869391, Training Error = 0.201171875
Iteration no. 2530, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.52959628356494, Training Error = 0.259765625
Iteration no. 2531, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.5198186730818, Training Error = 0.267578125
Iteration no. 2532, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.51242407857345, Training Error = 0.24609375
Iteration no. 2533, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.45784237449767, Training Error = 0.228515625
Iteration no. 2534, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50222106073635, Training Error = 0.271484375
Iteration no. 2535, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.5104569251878, Training Error = 0.263671875
Iteration no. 2536, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.48981404962697, Training Error = 0.255859375
Iteration no. 2537, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.51271669584855, Training Error = 0.263671875
Iteration no. 2538, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49195271177774, Training Error = 0.2421875
Iteration no. 2539, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49537546141122, Training Error = 0.248046875
Iteration no. 2540, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50275821338072, Training Error = 0.244140625
Iteration no. 2541, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49400815424538, Training Error = 0.234375
Iteration no. 2542, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50340626140576, Training Error = 0.24609375
Iteration no. 2543, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50046481133407, Training Error = 0.232421875
Iteration no. 2544, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.48661831847886, Training Error = 0.232421875
Iteration no. 2545, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.51614086368927, Training Error = 0.265625
Iteration no. 2546, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.48865317207723, Training Error = 0.23828125
Iteration no. 2547, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49201471243885, Training Error = 0.236328125
Iteration no. 2548, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50255832911351, Training Error = 0.25
Iteration no. 2549, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.55526035071924, Training Error = 0.2890625
Iteration no. 2550, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.48824002664182, Training Error = 0.25390625
Testing... average test_loss = 0.98511592706612, average test_pred_err = 0.501
Iteration no. 2551, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.52403766963099, Training Error = 0.267578125
Iteration no. 2552, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49695877575971, Training Error = 0.236328125
Iteration no. 2553, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50106649249701, Training Error = 0.248046875
Iteration no. 2554, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49423954057838, Training Error = 0.251953125
Iteration no. 2555, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49994773486151, Training Error = 0.248046875
Iteration no. 2556, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.45425267612931, Training Error = 0.208984375
Iteration no. 2557, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.52002279306243, Training Error = 0.283203125
Iteration no. 2558, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.50098454940638, Training Error = 0.255859375
Iteration no. 2559, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.49421463031963, Training Error = 0.248046875
Iteration no. 2560, lr = 0.00026821372393279, attribute lr =2.6821372393279e-06, average batch_loss = 0.5177559118688, Training Error = 0.2734375
